date,amfi_code,nav
08-06-2022,100016,480.4735
09-06-2022,100016,473.1759
10-06-2022,100016,471.0598
11-06-2022,100016,471.0598
12-06-2022,100016,471.0598
13-06-2022,100016,468.8163
14-06-2022,100016,466.3477
15-06-2022,100016,463.7261
16-06-2022,100016,461.2993
17-06-2022,100016,459.9666
18-06-2022,100016,459.9666
19-06-2022,100016,459.9666
20-06-2022,100016,457.6317
21-06-2022,100016,458.7099
22-06-2022,100016,460.4075
23-06-2022,100016,456.9604
24-06-2022,100016,462.3501
25-06-2022,100016,462.3501
26-06-2022,100016,462.3501
27-06-2022,100016,458.6076
28-06-2022,100016,452.344
29-06-2022,100016,454.0998
30-06-2022,100016,451.0707
01-07-2022,100016,452.584
02-07-2022,100016,452.584
03-07-2022,100016,452.584
04-07-2022,100016,443.3196
05-07-2022,100016,449.0289
06-07-2022,100016,451.9322
07-07-2022,100016,446.2213
08-07-2022,100016,440.6669
09-07-2022,100016,440.6669
10-07-2022,100016,440.6669
11-07-2022,100016,447.4448
12-07-2022,100016,444.7739
13-07-2022,100016,441.7416
14-07-2022,100016,433.2246
15-07-2022,100016,432.1093
16-07-2022,100016,432.1093
17-07-2022,100016,432.1093
18-07-2022,100016,431.4649
19-07-2022,100016,434.4201
20-07-2022,100016,429.3142
21-07-2022,100016,423.8151
22-07-2022,100016,425.7236
23-07-2022,100016,425.7236
24-07-2022,100016,425.7236
25-07-2022,100016,429.7419
26-07-2022,100016,424.047
27-07-2022,100016,428.3319
28-07-2022,100016,428.6948
29-07-2022,100016,433.0659
30-07-2022,100016,433.0659
31-07-2022,100016,433.0659
01-08-2022,100016,433.0211
02-08-2022,100016,423.7137
03-08-2022,100016,423.3646
04-08-2022,100016,427.5619
05-08-2022,100016,424.424
06-08-2022,100016,424.424
07-08-2022,100016,424.424
08-08-2022,100016,423.1925
09-08-2022,100016,422.7537
10-08-2022,100016,412.293
11-08-2022,100016,418.6311
12-08-2022,100016,415.5307
13-08-2022,100016,415.5307
14-08-2022,100016,415.5307
15-08-2022,100016,417.6036
16-08-2022,100016,417.4997
17-08-2022,100016,422.3739
18-08-2022,100016,424.1079
19-08-2022,100016,423.4485
20-08-2022,100016,423.4485
21-08-2022,100016,423.4485
22-08-2022,100016,420.3416
23-08-2022,100016,423.5281
24-08-2022,100016,416.803
25-08-2022,100016,419.4003
26-08-2022,100016,415.5691
27-08-2022,100016,415.5691
28-08-2022,100016,415.5691
29-08-2022,100016,420.401
30-08-2022,100016,421.2166
31-08-2022,100016,423.8348
01-09-2022,100016,424.3603
02-09-2022,100016,418.068
03-09-2022,100016,418.068
04-09-2022,100016,418.068
05-09-2022,100016,415.1206
06-09-2022,100016,417.805
07-09-2022,100016,418.6355
08-09-2022,100016,423.2368
09-09-2022,100016,424.9639
10-09-2022,100016,424.9639
11-09-2022,100016,424.9639
12-09-2022,100016,421.5737
13-09-2022,100016,418.8403
14-09-2022,100016,419.437
15-09-2022,100016,411.1759
16-09-2022,100016,417.5046
17-09-2022,100016,417.5046
18-09-2022,100016,417.5046
19-09-2022,100016,419.3505
20-09-2022,100016,424.1319
21-09-2022,100016,418.4765
22-09-2022,100016,423.3133
23-09-2022,100016,431.9494
24-09-2022,100016,431.9494
25-09-2022,100016,431.9494
26-09-2022,100016,427.1671
27-09-2022,100016,430.305
28-09-2022,100016,430.5313
29-09-2022,100016,424.9261
30-09-2022,100016,426.9974
01-10-2022,100016,426.9974
02-10-2022,100016,426.9974
03-10-2022,100016,430.3701
04-10-2022,100016,428.3154
05-10-2022,100016,432.9656
06-10-2022,100016,426.8679
07-10-2022,100016,421.495
08-10-2022,100016,421.495
09-10-2022,100016,421.495
10-10-2022,100016,422.2208
11-10-2022,100016,422.5333
12-10-2022,100016,420.0881
13-10-2022,100016,423.3166
14-10-2022,100016,425.5227
15-10-2022,100016,425.5227
16-10-2022,100016,425.5227
17-10-2022,100016,428.9765
18-10-2022,100016,428.7321
19-10-2022,100016,431.2389
20-10-2022,100016,429.769
21-10-2022,100016,437.8501
22-10-2022,100016,437.8501
23-10-2022,100016,437.8501
24-10-2022,100016,434.9481
25-10-2022,100016,443.3278
26-10-2022,100016,443.6931
27-10-2022,100016,438.5694
28-10-2022,100016,444.122
29-10-2022,100016,444.122
30-10-2022,100016,444.122
31-10-2022,100016,444.8448
01-11-2022,100016,448.4277
02-11-2022,100016,453.5279
03-11-2022,100016,455.1164
04-11-2022,100016,452.9791
05-11-2022,100016,452.9791
06-11-2022,100016,452.9791
07-11-2022,100016,457.1295
08-11-2022,100016,457.3685
09-11-2022,100016,460.3808
10-11-2022,100016,451.9519
11-11-2022,100016,453.9711
12-11-2022,100016,453.9711
13-11-2022,100016,453.9711
14-11-2022,100016,451.6546
15-11-2022,100016,458.5248
16-11-2022,100016,461.2893
17-11-2022,100016,462.5046
18-11-2022,100016,464.7322
19-11-2022,100016,464.7322
20-11-2022,100016,464.7322
21-11-2022,100016,460.8957
22-11-2022,100016,467.7825
23-11-2022,100016,476.316
24-11-2022,100016,478.216
25-11-2022,100016,485.221
26-11-2022,100016,485.221
27-11-2022,100016,485.221
28-11-2022,100016,483.0407
29-11-2022,100016,479.9044
30-11-2022,100016,480.3253
01-12-2022,100016,482.4201
02-12-2022,100016,480.9949
03-12-2022,100016,480.9949
04-12-2022,100016,480.9949
05-12-2022,100016,483.5309
06-12-2022,100016,485.0894
07-12-2022,100016,481.0854
08-12-2022,100016,483.5409
09-12-2022,100016,487.4889
10-12-2022,100016,487.4889
11-12-2022,100016,487.4889
12-12-2022,100016,488.4785
13-12-2022,100016,493.7241
14-12-2022,100016,488.7036
15-12-2022,100016,490.9778
16-12-2022,100016,486.1873
17-12-2022,100016,486.1873
18-12-2022,100016,486.1873
19-12-2022,100016,481.6822
20-12-2022,100016,479.2566
21-12-2022,100016,475.5366
22-12-2022,100016,473.4881
23-12-2022,100016,472.8386
24-12-2022,100016,472.8386
25-12-2022,100016,472.8386
26-12-2022,100016,476.5883
27-12-2022,100016,475.4855
28-12-2022,100016,469.1246
29-12-2022,100016,474.1097
30-12-2022,100016,470.8654
31-12-2022,100016,470.8654
01-01-2023,100016,470.8654
02-01-2023,100016,470.8644
03-01-2023,100016,472.9663
04-01-2023,100016,474.0441
05-01-2023,100016,478.8877
06-01-2023,100016,481.1631
07-01-2023,100016,481.1631
08-01-2023,100016,481.1631
09-01-2023,100016,477.7684
10-01-2023,100016,487.2879
11-01-2023,100016,488.3757
12-01-2023,100016,487.9931
13-01-2023,100016,492.4132
14-01-2023,100016,492.4132
15-01-2023,100016,492.4132
16-01-2023,100016,493.7523
17-01-2023,100016,495.7495
18-01-2023,100016,507.0277
19-01-2023,100016,506.06
20-01-2023,100016,504.9042
21-01-2023,100016,504.9042
22-01-2023,100016,504.9042
23-01-2023,100016,505.6844
24-01-2023,100016,510.7491
25-01-2023,100016,504.268
26-01-2023,100016,495.8578
27-01-2023,100016,493.5515
28-01-2023,100016,493.5515
29-01-2023,100016,493.5515
30-01-2023,100016,486.7415
31-01-2023,100016,485.1715
01-02-2023,100016,487.5779
02-02-2023,100016,484.0122
03-02-2023,100016,478.2065
04-02-2023,100016,478.2065
05-02-2023,100016,478.2065
06-02-2023,100016,478.7459
07-02-2023,100016,482.6505
08-02-2023,100016,475.7347
09-02-2023,100016,479.4358
10-02-2023,100016,483.1532
11-02-2023,100016,483.1532
12-02-2023,100016,483.1532
13-02-2023,100016,487.4872
14-02-2023,100016,493.0082
15-02-2023,100016,502.9354
16-02-2023,100016,501.6171
17-02-2023,100016,502.3612
18-02-2023,100016,502.3612
19-02-2023,100016,502.3612
20-02-2023,100016,500.7778
21-02-2023,100016,501.045
22-02-2023,100016,508.1265
23-02-2023,100016,502.3938
24-02-2023,100016,498.8505
25-02-2023,100016,498.8505
26-02-2023,100016,498.8505
27-02-2023,100016,505.2068
28-02-2023,100016,510.0352
01-03-2023,100016,508.6667
02-03-2023,100016,512.7785
03-03-2023,100016,514.5893
04-03-2023,100016,514.5893
05-03-2023,100016,514.5893
06-03-2023,100016,521.7123
07-03-2023,100016,522.3246
08-03-2023,100016,527.3425
09-03-2023,100016,540.0526
10-03-2023,100016,543.1889
11-03-2023,100016,543.1889
12-03-2023,100016,543.1889
13-03-2023,100016,543.7057
14-03-2023,100016,547.4632
15-03-2023,100016,545.984
16-03-2023,100016,557.892
17-03-2023,100016,559.067
18-03-2023,100016,559.067
19-03-2023,100016,559.067
20-03-2023,100016,558.0108
21-03-2023,100016,554.1991
22-03-2023,100016,559.8766
23-03-2023,100016,564.466
24-03-2023,100016,562.2856
25-03-2023,100016,562.2856
26-03-2023,100016,562.2856
27-03-2023,100016,565.443
28-03-2023,100016,558.258
29-03-2023,100016,559.4579
30-03-2023,100016,561.9861
31-03-2023,100016,570.8065
01-04-2023,100016,570.8065
02-04-2023,100016,570.8065
03-04-2023,100016,567.2319
04-04-2023,100016,561.1622
05-04-2023,100016,557.0355
06-04-2023,100016,550.7921
07-04-2023,100016,557.6109
08-04-2023,100016,557.6109
09-04-2023,100016,557.6109
10-04-2023,100016,565.5706
11-04-2023,100016,567.4627
12-04-2023,100016,573.9037
13-04-2023,100016,574.8786
14-04-2023,100016,574.693
15-04-2023,100016,574.693
16-04-2023,100016,574.693
17-04-2023,100016,573.3032
18-04-2023,100016,572.031
19-04-2023,100016,564.5669
20-04-2023,100016,566.1761
21-04-2023,100016,566.2668
22-04-2023,100016,566.2668
23-04-2023,100016,566.2668
24-04-2023,100016,570.2955
25-04-2023,100016,571.0606
26-04-2023,100016,570.536
27-04-2023,100016,566.4614
28-04-2023,100016,567.1145
29-04-2023,100016,567.1145
30-04-2023,100016,567.1145
01-05-2023,100016,571.1134
02-05-2023,100016,565.6753
03-05-2023,100016,566.404
04-05-2023,100016,567.8622
05-05-2023,100016,564.5686
06-05-2023,100016,564.5686
07-05-2023,100016,564.5686
08-05-2023,100016,561.939
09-05-2023,100016,563.3736
10-05-2023,100016,558.0581
11-05-2023,100016,560.0718
12-05-2023,100016,555.9534
13-05-2023,100016,555.9534
14-05-2023,100016,555.9534
15-05-2023,100016,561.4787
16-05-2023,100016,573.4711
17-05-2023,100016,569.4279
18-05-2023,100016,572.4122
19-05-2023,100016,569.0487
20-05-2023,100016,569.0487
21-05-2023,100016,569.0487
22-05-2023,100016,574.5931
23-05-2023,100016,568.5103
24-05-2023,100016,571.2196
25-05-2023,100016,567.1312
26-05-2023,100016,566.3889
27-05-2023,100016,566.3889
28-05-2023,100016,566.3889
29-05-2023,100016,561.5519
30-05-2023,100016,565.9312
31-05-2023,100016,562.059
01-06-2023,100016,565.0931
02-06-2023,100016,563.6716
03-06-2023,100016,563.6716
04-06-2023,100016,563.6716
05-06-2023,100016,563.3934
06-06-2023,100016,564.4191
07-06-2023,100016,560.929
08-06-2023,100016,562.2606
09-06-2023,100016,570.1945
10-06-2023,100016,570.1945
11-06-2023,100016,570.1945
12-06-2023,100016,566.5874
13-06-2023,100016,572.7685
14-06-2023,100016,580.6856
15-06-2023,100016,576.8184
16-06-2023,100016,569.7576
17-06-2023,100016,569.7576
18-06-2023,100016,569.7576
19-06-2023,100016,571.5717
20-06-2023,100016,569.1125
21-06-2023,100016,578.8674
22-06-2023,100016,579.3439
23-06-2023,100016,575.5565
24-06-2023,100016,575.5565
25-06-2023,100016,575.5565
26-06-2023,100016,570.057
27-06-2023,100016,575.8598
28-06-2023,100016,573.262
29-06-2023,100016,573.7795
30-06-2023,100016,578.9351
01-07-2023,100016,578.9351
02-07-2023,100016,578.9351
03-07-2023,100016,576.7654
04-07-2023,100016,576.8293
05-07-2023,100016,577.0426
06-07-2023,100016,580.8301
07-07-2023,100016,584.1654
08-07-2023,100016,584.1654
09-07-2023,100016,584.1654
10-07-2023,100016,583.3333
11-07-2023,100016,583.962
12-07-2023,100016,582.3508
13-07-2023,100016,575.1079
14-07-2023,100016,576.7133
15-07-2023,100016,576.7133
16-07-2023,100016,576.7133
17-07-2023,100016,586.7206
18-07-2023,100016,582.4661
19-07-2023,100016,578.8072
20-07-2023,100016,574.6758
21-07-2023,100016,578.6584
22-07-2023,100016,578.6584
23-07-2023,100016,578.6584
24-07-2023,100016,581.2514
25-07-2023,100016,580.7388
26-07-2023,100016,576.3533
27-07-2023,100016,577.1207
28-07-2023,100016,569.5056
29-07-2023,100016,569.5056
30-07-2023,100016,569.5056
31-07-2023,100016,570.5207
01-08-2023,100016,575.2193
02-08-2023,100016,569.2005
03-08-2023,100016,561.849
04-08-2023,100016,570.0239
05-08-2023,100016,570.0239
06-08-2023,100016,570.0239
07-08-2023,100016,567.2493
08-08-2023,100016,573.2563
09-08-2023,100016,572.7737
10-08-2023,100016,572.2513
11-08-2023,100016,574.7646
12-08-2023,100016,574.7646
13-08-2023,100016,574.7646
14-08-2023,100016,570.5953
15-08-2023,100016,571.5572
16-08-2023,100016,569.9315
17-08-2023,100016,563.6234
18-08-2023,100016,565.5951
19-08-2023,100016,565.5951
20-08-2023,100016,565.5951
21-08-2023,100016,564.5744
22-08-2023,100016,564.0841
23-08-2023,100016,558.3838
24-08-2023,100016,566.5681
25-08-2023,100016,571.2603
26-08-2023,100016,571.2603
27-08-2023,100016,571.2603
28-08-2023,100016,576.4358
29-08-2023,100016,575.1817
30-08-2023,100016,566.7691
31-08-2023,100016,576.9127
01-09-2023,100016,576.8994
02-09-2023,100016,576.8994
03-09-2023,100016,576.8994
04-09-2023,100016,573.398
05-09-2023,100016,575.8066
06-09-2023,100016,582.0642
07-09-2023,100016,582.2461
08-09-2023,100016,589.1525
09-09-2023,100016,589.1525
10-09-2023,100016,589.1525
11-09-2023,100016,595.1135
12-09-2023,100016,589.7951
13-09-2023,100016,586.6033
14-09-2023,100016,591.8832
15-09-2023,100016,578.1898
16-09-2023,100016,578.1898
17-09-2023,100016,578.1898
18-09-2023,100016,577.7262
19-09-2023,100016,570.7762
20-09-2023,100016,568.6757
21-09-2023,100016,567.4716
22-09-2023,100016,565.9735
23-09-2023,100016,565.9735
24-09-2023,100016,565.9735
25-09-2023,100016,563.5143
26-09-2023,100016,558.376
27-09-2023,100016,570.0712
28-09-2023,100016,579.8367
29-09-2023,100016,574.2208
30-09-2023,100016,574.2208
01-10-2023,100016,574.2208
02-10-2023,100016,582.5895
03-10-2023,100016,580.8402
04-10-2023,100016,581.8024
05-10-2023,100016,581.7779
06-10-2023,100016,578.7012
07-10-2023,100016,578.7012
08-10-2023,100016,578.7012
09-10-2023,100016,584.0455
10-10-2023,100016,584.996
11-10-2023,100016,582.8431
12-10-2023,100016,576.473
13-10-2023,100016,572.2429
14-10-2023,100016,572.2429
15-10-2023,100016,572.2429
16-10-2023,100016,564.3101
17-10-2023,100016,564.6621
18-10-2023,100016,559.0226
19-10-2023,100016,558.0026
20-10-2023,100016,565.0774
21-10-2023,100016,565.0774
22-10-2023,100016,565.0774
23-10-2023,100016,571.3805
24-10-2023,100016,571.5127
25-10-2023,100016,571.3686
26-10-2023,100016,581.22
27-10-2023,100016,584.1967
28-10-2023,100016,584.1967
29-10-2023,100016,584.1967
30-10-2023,100016,582.8108
31-10-2023,100016,575.8241
01-11-2023,100016,578.126
02-11-2023,100016,582.6704
03-11-2023,100016,579.7325
04-11-2023,100016,579.7325
05-11-2023,100016,579.7325
06-11-2023,100016,581.5232
07-11-2023,100016,579.9607
08-11-2023,100016,579.3189
09-11-2023,100016,567.0393
10-11-2023,100016,566.2233
11-11-2023,100016,566.2233
12-11-2023,100016,566.2233
13-11-2023,100016,571.3794
14-11-2023,100016,568.4997
15-11-2023,100016,569.0566
16-11-2023,100016,565.5671
17-11-2023,100016,567.6605
18-11-2023,100016,567.6605
19-11-2023,100016,567.6605
20-11-2023,100016,566.87
21-11-2023,100016,562.4839
22-11-2023,100016,569.4269
23-11-2023,100016,574.4072
24-11-2023,100016,571.6459
25-11-2023,100016,571.6459
26-11-2023,100016,571.6459
27-11-2023,100016,574.4572
28-11-2023,100016,577.4842
29-11-2023,100016,581.0643
30-11-2023,100016,572.7421
01-12-2023,100016,578.1473
02-12-2023,100016,578.1473
03-12-2023,100016,578.1473
04-12-2023,100016,575.5467
05-12-2023,100016,574.0293
06-12-2023,100016,587.8432
07-12-2023,100016,589.7144
08-12-2023,100016,588.0119
09-12-2023,100016,588.0119
10-12-2023,100016,588.0119
11-12-2023,100016,576.9838
12-12-2023,100016,584.4006
13-12-2023,100016,577.8064
14-12-2023,100016,573.0112
15-12-2023,100016,571.634
16-12-2023,100016,571.634
17-12-2023,100016,571.634
18-12-2023,100016,579.1181
19-12-2023,100016,583.3816
20-12-2023,100016,582.8708
21-12-2023,100016,584.7593
22-12-2023,100016,581.9713
23-12-2023,100016,581.9713
24-12-2023,100016,581.9713
25-12-2023,100016,582.9892
26-12-2023,100016,583.6674
27-12-2023,100016,588.9793
28-12-2023,100016,594.3311
29-12-2023,100016,597.2339
30-12-2023,100016,597.2339
31-12-2023,100016,597.2339
01-01-2024,100016,595.6357
02-01-2024,100016,599.8546
03-01-2024,100016,599.6775
04-01-2024,100016,594.2894
05-01-2024,100016,592.485
06-01-2024,100016,592.485
07-01-2024,100016,592.485
08-01-2024,100016,593.2328
09-01-2024,100016,598.3226
10-01-2024,100016,597.6632
11-01-2024,100016,591.6287
12-01-2024,100016,592.2302
13-01-2024,100016,592.2302
14-01-2024,100016,592.2302
15-01-2024,100016,593.129
16-01-2024,100016,594.4085
17-01-2024,100016,599.5594
18-01-2024,100016,605.2836
19-01-2024,100016,602.4306
20-01-2024,100016,602.4306
21-01-2024,100016,602.4306
22-01-2024,100016,599.4751
23-01-2024,100016,594.3074
24-01-2024,100016,598.2899
25-01-2024,100016,606.2963
26-01-2024,100016,604.9258
27-01-2024,100016,604.9258
28-01-2024,100016,604.9258
29-01-2024,100016,603.9507
30-01-2024,100016,612.1297
31-01-2024,100016,615.1823
01-02-2024,100016,617.8723
02-02-2024,100016,611.7323
03-02-2024,100016,611.7323
04-02-2024,100016,611.7323
05-02-2024,100016,615.7225
06-02-2024,100016,611.0129
07-02-2024,100016,605.2447
08-02-2024,100016,603.7079
09-02-2024,100016,600.907
10-02-2024,100016,600.907
11-02-2024,100016,600.907
12-02-2024,100016,600.0432
13-02-2024,100016,592.7717
14-02-2024,100016,598.1139
15-02-2024,100016,604.4037
16-02-2024,100016,594.4189
17-02-2024,100016,594.4189
18-02-2024,100016,594.4189
19-02-2024,100016,599.8798
20-02-2024,100016,595.9144
21-02-2024,100016,600.7451
22-02-2024,100016,600.6923
23-02-2024,100016,601.1548
24-02-2024,100016,601.1548
25-02-2024,100016,601.1548
26-02-2024,100016,600.484
27-02-2024,100016,607.2508
28-02-2024,100016,600.9583
29-02-2024,100016,604.5003
01-03-2024,100016,610.7152
02-03-2024,100016,610.7152
03-03-2024,100016,610.7152
04-03-2024,100016,614.9028
05-03-2024,100016,627.9635
06-03-2024,100016,625.3634
07-03-2024,100016,630.9909
08-03-2024,100016,630.7261
09-03-2024,100016,630.7261
10-03-2024,100016,630.7261
11-03-2024,100016,637.9534
12-03-2024,100016,638.2393
13-03-2024,100016,636.388
14-03-2024,100016,644.0928
15-03-2024,100016,641.6375
16-03-2024,100016,641.6375
17-03-2024,100016,641.6375
18-03-2024,100016,634.0199
19-03-2024,100016,631.4621
20-03-2024,100016,635.2466
21-03-2024,100016,643.4252
22-03-2024,100016,644.3884
23-03-2024,100016,644.3884
24-03-2024,100016,644.3884
25-03-2024,100016,652.2598
26-03-2024,100016,644.8262
27-03-2024,100016,642.6418
28-03-2024,100016,641.3391
29-03-2024,100016,641.0221
30-03-2024,100016,641.0221
31-03-2024,100016,641.0221
01-04-2024,100016,641.8287
02-04-2024,100016,646.0847
03-04-2024,100016,643.8872
04-04-2024,100016,645.0099
05-04-2024,100016,645.0859
06-04-2024,100016,645.0859
07-04-2024,100016,645.0859
08-04-2024,100016,640.17
09-04-2024,100016,639.8586
10-04-2024,100016,639.3782
11-04-2024,100016,638.7775
12-04-2024,100016,639.2861
13-04-2024,100016,639.2861
14-04-2024,100016,639.2861
15-04-2024,100016,640.043
16-04-2024,100016,637.9365
17-04-2024,100016,645.4701
18-04-2024,100016,639.1767
19-04-2024,100016,635.4532
20-04-2024,100016,635.4532
21-04-2024,100016,635.4532
22-04-2024,100016,651.5612
23-04-2024,100016,645.957
24-04-2024,100016,638.6202
25-04-2024,100016,643.1019
26-04-2024,100016,631.7543
27-04-2024,100016,631.7543
28-04-2024,100016,631.7543
29-04-2024,100016,630.7702
30-04-2024,100016,643.1525
01-05-2024,100016,634.7763
02-05-2024,100016,624.0991
03-05-2024,100016,616.2197
04-05-2024,100016,616.2197
05-05-2024,100016,616.2197
06-05-2024,100016,621.4418
07-05-2024,100016,627.9608
08-05-2024,100016,625.451
09-05-2024,100016,629.5556
10-05-2024,100016,637.6509
11-05-2024,100016,637.6509
12-05-2024,100016,637.6509
13-05-2024,100016,648.116
14-05-2024,100016,647.0433
15-05-2024,100016,634.3697
16-05-2024,100016,630.1188
17-05-2024,100016,628.0754
18-05-2024,100016,628.0754
19-05-2024,100016,628.0754
20-05-2024,100016,626.9661
21-05-2024,100016,626.2512
22-05-2024,100016,632.7878
23-05-2024,100016,640.2703
24-05-2024,100016,639.6315
25-05-2024,100016,639.6315
26-05-2024,100016,639.6315
27-05-2024,100016,646.1915
28-05-2024,100016,648.5674
29-05-2024,100016,649.2714
30-05-2024,100016,654.8208
31-05-2024,100016,655.5763
01-06-2024,100016,655.5763
02-06-2024,100016,655.5763
03-06-2024,100016,667.9269
04-06-2024,100016,659.8477
05-06-2024,100016,657.1955
06-06-2024,100016,656.8013
07-06-2024,100016,659.692
08-06-2024,100016,659.692
09-06-2024,100016,659.692
10-06-2024,100016,667.4546
11-06-2024,100016,667.6553
12-06-2024,100016,659.6735
13-06-2024,100016,664.9362
14-06-2024,100016,669.7236
15-06-2024,100016,669.7236
16-06-2024,100016,669.7236
17-06-2024,100016,658.6916
18-06-2024,100016,659.0094
19-06-2024,100016,650.1674
20-06-2024,100016,646.701
21-06-2024,100016,641.9035
22-06-2024,100016,641.9035
23-06-2024,100016,641.9035
24-06-2024,100016,646.8347
25-06-2024,100016,647.8357
26-06-2024,100016,640.8626
27-06-2024,100016,646.1893
28-06-2024,100016,638.3989
29-06-2024,100016,638.3989
30-06-2024,100016,638.3989
01-07-2024,100016,640.5906
02-07-2024,100016,636.3365
03-07-2024,100016,634.6149
04-07-2024,100016,637.7724
05-07-2024,100016,641.0427
06-07-2024,100016,641.0427
07-07-2024,100016,641.0427
08-07-2024,100016,648.9807
09-07-2024,100016,648.8447
10-07-2024,100016,650.9364
11-07-2024,100016,648.7629
12-07-2024,100016,650.1403
13-07-2024,100016,650.1403
14-07-2024,100016,650.1403
15-07-2024,100016,653.0019
16-07-2024,100016,652.7726
17-07-2024,100016,642.8023
18-07-2024,100016,645.0168
19-07-2024,100016,647.4278
20-07-2024,100016,647.4278
21-07-2024,100016,647.4278
22-07-2024,100016,643.8879
23-07-2024,100016,636.9641
24-07-2024,100016,645.642
25-07-2024,100016,648.781
26-07-2024,100016,647.8057
27-07-2024,100016,647.8057
28-07-2024,100016,647.8057
